Component,Message Purpose,Service ID,Function Id,Opcode,,,
dap_resinffi_ , dap_ri_MediaStateOfAllDevicesGet ,6,4,1,,,
dap_resinffi_ , dap_ri_MediaStateOfAllDevicesRelUpReg ,6,4,4,,,
dap_resinffi_ , dap_ri_MediaStateOfAllDevicesStatus ,6,4,6,,,
dap_resinffi_ , dap_ri_MediaStateOfAllDevicesUpReg ,6,4,3,,,
dap_resinffi_ , dap_ri_MediaStateOfDeviceGet ,6,3,1,,,
dap_resinffi_ , dap_ri_MediaStateOfDeviceRelUpReg ,6,3,4,,,
dap_resinffi_ , dap_ri_MediaStateOfDeviceStatus ,6,3,6,,,
dap_resinffi_ , dap_ri_MediaStateOfDeviceUpReg ,6,3,3,,,
dap_resinffi_ , dap_ri_RegionsOfDefaultDatasetGet ,6,11,1,,,
dap_resinffi_ , dap_ri_RegionsOfDefaultDatasetRelUpReg ,6,11,4,,,
dap_resinffi_ , dap_ri_RegionsOfDefaultDatasetStatus ,6,11,6,,,
dap_resinffi_ , dap_ri_RegionsOfDefaultDatasetUpReg ,6,11,3,,,
dap_resinffi_ , dap_ri_StateOfAllDataGet ,6,6,1,,,
dap_resinffi_ , dap_ri_StateOfAllDataStatus ,6,6,6,,,
dap_resinffi_ , dap_ri_StateOfAllDevicesGet ,6,2,1,,,
dap_resinffi_ , dap_ri_StateOfAllDevicesStatus ,6,2,6,,,
dap_resinffi_ , dap_ri_StateOfDataGet ,6,5,1,,,
dap_resinffi_ , dap_ri_StateOfDataRelUpReg ,6,5,4,,,
dap_resinffi_ , dap_ri_StateOfDataStatus ,6,5,6,,,
dap_resinffi_ , dap_ri_StateOfDataUpReg ,6,5,3,,,
dap_resinffi_ , dap_ri_StateOfDeviceGet ,6,1,1,,,
dap_resinffi_ , dap_ri_StateOfDeviceRelUpReg ,6,1,4,,,
dap_resinffi_ , dap_ri_StateOfDeviceStatus ,6,1,6,,,
dap_resinffi_ , dap_ri_StateOfDeviceUpReg ,6,1,3,,,
dap_resinffi_ , dap_ri_StateOfWriteProtectionGet ,6,13,1,,,
dap_resinffi_ , dap_ri_StateOfWriteProtectionRelUpReg ,6,13,4,,,
dap_resinffi_ , dap_ri_StateOfWriteProtectionStatus ,6,13,6,,,
dap_resinffi_ , dap_ri_StateOfWriteProtectionUpReg ,6,13,3,,,
dap_resinffi_ , GetFileDescriptionMethodResult ,6,21,7,,,
dap_resinffi_ , GetLanguageDescriptionMethodResult ,6,20,7,,,
dap_resinffi_ , GetLanguageDescriptionMethodStart ,6,20,2,,,
dap_rnwfi_ , BreakDownRouteOCMethodResult ,38,514,7,,,
dap_rnwfi_ , BreakDownRouteOCMethodStart ,38,514,2,,,
dap_rnwfi_ , ConvertOnecellListMethodResult ,38,513,7,,,
dap_rnwfi_ , ConvertOnecellListMethodStart ,38,513,2,,,
dap_rnwfi_ , dap_rnw_readclusterMethodResult ,18,257,7,,,
dap_rnwfi_ , dap_rnw_readclusterMethodStart ,18,257,2,,,
dap_rnwfi_ , DefaultDatasetIdGet ,18,768,1,,,
dap_rnwfi_ , DefaultDatasetIdRelUpReg ,18,768,4,,,
dap_rnwfi_ , DefaultDatasetIdStatus ,18,768,6,,,
dap_rnwfi_ , DefaultDatasetIdUpReg ,18,768,3,,,
dap_rnwfi_ , GetDataStorageInfoMethodResult ,18,518,7,,,
dap_rnwfi_ , GetDataStorageInfoMethodStart ,18,518,2,,,
dap_rnwfi_ , GetGlobalAreaRecordMethodResult ,18,259,7,,,
dap_rnwfi_ , GetGlobalAreaRecordMethodStart ,18,259,2,,,
dap_rnwfi_ , GetGlobalInstructionRecordMethodResult ,18,258,7,,,
dap_rnwfi_ , GetGlobalInstructionRecordMethodStart ,18,258,2,,,
dap_rnwfi_ , GetMapBlocksMethodResult ,18,128,7,,,
dap_rnwfi_ , GetMapBlocksMethodStart ,18,128,2,,,
dap_rnwfi_ , GetPrefixTableMethodResult ,18,129,7,,,
dap_rnwfi_ , GetPrefixTableMethodStart ,18,129,2,,,
dap_rnwfi_ , GetRegProfOutlineMethodResult ,18,132,7,,,
dap_rnwfi_ , GetRegProfOutlineMethodStart ,18,132,2,,,
dap_rnwfi_ , GetRootFileHeaderMethodResult ,18,256,7,,,
dap_rnwfi_ , GetRootFileHeaderMethodStart ,18,256,2,,,
dap_rnwfi_ , ReleaseDataMethodResult ,519,20750,7,,,
dap_rnwfi_ , ReleaseDataMethodStart ,519,20750,2,,,
dap_rnwfi_ , ReleaseGlobalDataMethodResult ,18,515,7,,,
dap_rnwfi_ , ReleaseGlobalDataMethodStart ,18,515,2,,,
dap_rnwfi_ , ReleaseUserIdentMethodResult ,18,513,7,,,
dap_rnwfi_ , ReleaseUserIdentMethodStart ,18,513,2,,,
dap_rnwfi_ , RequestDataMethodResult ,18,516,7,,,
dap_rnwfi_ , RequestDataMethodStart ,18,516,2,,,
dap_rnwfi_ , RequestGlobalDataMethodResult ,18,514,7,,,
dap_rnwfi_ , RequestGlobalDataMethodStart ,18,514,2,,,
dap_rnwfi_ , RequestUserIdentMethodResult ,18,512,7,,,
dap_rnwfi_ , RequestUserIdentMethodStart ,18,512,2,,,
dap_tmcfi_ , BSAIdListMethodResult ,17,132,7,,,
dap_tmcfi_ , BSAIdListMethodStart ,17,132,2,,,
dap_tmcfi_ , GetLocationMethodResult ,17,130,7,,,
dap_tmcfi_ , GetLocationMethodStart ,17,130,2,,,
dap_tmcfi_ , LanguageIdListMethodResult ,17,131,7,,,
dap_tmcfi_ , LanguageIdListMethodStart ,17,131,2,,,
dap_tmcfi_ , LocationTableListMethodResult ,17,128,7,,,
dap_tmcfi_ , LocationTableListMethodStart ,17,128,2,,,
dap_tmcfi_ , PrefixTableMethodResult ,17,133,7,,,
dap_tmcfi_ , PrefixTableMethodStart ,17,133,2,,,
fastmapfi_ , DatablocksChangedRelUpReg ,38,1025,4,,,
fastmapfi_ , DatablocksChangedStatus ,38,1025,6,,,
fastmapfi_ , DatablocksChangedUpReg ,38,1025,3,,,
fastmapfi_ , FreeClientUsedIdRangeMethodResult ,38,770,7,,,
fastmapfi_ , FreeClientUsedIdRangeMethodStart ,38,770,2,,,
fastmapfi_ , GetBlockIDsMethodResult ,38,259,7,,,
fastmapfi_ , GetBlockIDsMethodStart ,38,259,2,,,
fastmapfi_ , GetClientIdRangeByNameMethodResult ,38,771,7,,,
fastmapfi_ , GetClientIdRangeByNameMethodStart ,38,771,2,,,
fastmapfi_ , LoadBlocksAbortResult ,38,260,9,,,
fastmapfi_ , LoadBlocksMethodAbort ,38,260,5,,,
fastmapfi_ , LoadBlocksMethodResult ,38,260,7,,,
fastmapfi_ , LoadBlocksMethodStart ,38,260,2,,,
fastmapfi_ , ReserveClientUseIdRangeMethodResult ,38,769,7,,,
fastmapfi_ , ReserveClientUseIdRangeMethodStart ,38,769,2,,,
fuelfi_ , GetFuelPriceDataMethodResult ,125,1,7,,,
fuelfi_ , GetFuelPriceDataMethodStart ,125,1,2,,,
fuelfi_ , GetListOfFuelPriceDataByPositionMethodResult ,125,4,7,,,
fuelfi_ , GetListOfFuelPriceDataByPositionMethodStart ,125,4,2,,,
fuelfi_ , GetListOfFuelStationDescriptionMethodResult ,125,3,7,,,
fuelfi_ , GetListOfFuelStationDescriptionMethodStart ,125,3,2,,,
fuelfi_ , GetListOfFuelTypesMethodResult ,125,2,7,,,
fuelfi_ , GetListOfFuelTypesMethodStart ,125,2,2,,,
fuelfi_ , NewFuelPricesAvailableGet ,125,16,1,,,
fuelfi_ , NewFuelPricesAvailableRelUpReg ,125,16,4,,,
fuelfi_ , NewFuelPricesAvailableStatus ,125,16,6,,,
fuelfi_ , NewFuelPricesAvailableUpReg ,125,16,3,,,
fw_ailfi_ , BaseMessage ,609, ren_rendererfi_ , SetCameraParametersSimpleMethodStart ,,,
intedmfi_ , CheckMOCDBClientsMethodResult ,45,257,7,,,
intedmfi_ , CheckMOCDBClientsMethodStart ,45,257,2,,,
intedmfi_ , CheckTrafficMessagesTranslatableToTextMethodResult ,45,4,7,,,
intedmfi_ , CheckTrafficMessagesTranslatableToTextMethodStart ,45,4,2,,,
intedmfi_ , GetExistingRDBsMethodResult ,45,3,7,,,
intedmfi_ , GetExistingRDBsMethodStart ,45,3,2,,,
intedmfi_ , GetTrafficMessageIntersectionOneCellsMethodResult ,45,1,7,,,
intedmfi_ , GetTrafficMessageIntersectionOneCellsMethodStart ,45,1,2,,,
intedmfi_ , GetTrafficMessageOneCellsMethodResult ,45,2,7,,,
intedmfi_ , GetTrafficMessageOneCellsMethodStart ,45,2,2,,,
intedmfi_ , TrafficMessageDataSetGet ,45,256,1,,,
intedmfi_ , TrafficMessageDataSetStatus ,45,256,6,,,
intmapfi_ , DataUpdateGet ,35,1298,1,,,
intmapfi_ , DataUpdateStatus ,35,1298,6,,,
intmapfi_ , DirectoryGet ,35,1281,1,,,
intmapfi_ , DirectoryStatus ,35,1281,6,,,
intmapfi_ , DrawMapMethodResult ,35,1296,7,,,
intmapfi_ , DrawMapMethodStart ,35,1296,2,,,
intmapfi_ , EngConfigFeatureMethodResult ,35,1313,7,,,
intmapfi_ , EngConfigFeatureMethodStart ,35,1313,2,,,
intmapfi_ , EngEnableFeatureMethodResult ,35,1312,7,,,
intmapfi_ , EngEnableFeatureMethodStart ,35,1312,2,,,
intmapfi_ , GetRegionMethodResult ,35,1284,7,,,
intmapfi_ , GetRegionMethodStart ,35,1284,2,,,
intmapfi_ , ParameterChangeGet ,35,1297,1,,,
intmapfi_ , ParameterChangeStatus ,35,1297,6,,,
intmapfi_ , SetReservedCachingAreasMethodResult ,35,1286,7,,,
intmapfi_ , SetReservedCachingAreasMethodStart ,35,1286,2,,,
intmapfi_ , SetScaleConfigMethodResult ,35,1304,7,,,
intmapfi_ , SetScaleConfigMethodStart ,35,1304,2,,,
intnavifi_ , ForceLocDatabaseUpdateMethodResult ,22,1938,7,,,
intnavifi_ , ForceLocDatabaseUpdateMethodStart ,22,1938,2,,,
intnavifi_ , GetRoadPathInfoMethodResult ,22,1538,7,,,
intnavifi_ , GetRoadPathInfoMethodResultFirst ,22,1538,10,,,
intnavifi_ , GetRoadPathInfoMethodResultLast ,22,1538,12,,,
intnavifi_ , GetRoadPathInfoMethodResultMiddle ,22,1538,11,,,
intnavifi_ , GetRoadPathInfoMethodStart ,22,1538,2,,,
intnavifi_ , GetSpecificTrafficMessagesMethodResult ,22,322,7,,,
intnavifi_ , GetSpecificTrafficMessagesMethodStart ,22,322,2,,,
intnavifi_ , GetUPOIsMethodResult ,48,19,7,,,
intnavifi_ , GetUPOIsMethodResultFirst ,22,1539,10,,,
intnavifi_ , GetUPOIsMethodResultLast ,22,1539,12,,,
intnavifi_ , GetUPOIsMethodResultMiddle ,22,1539,11,,,
intnavifi_ , GetUPOIsMethodStart ,48,19,2,,,
intnavifi_ , LocDatabaseGet ,22,1937,1,,,
intnavifi_ , LocDatabaseStatus ,22,1937,6,,,
intnavifi_ , MediumAvailGet ,22,3879,1,,,
intnavifi_ , MediumAvailStatus ,22,3879,6,,,
intnavifi_ , SMTimeOutMethodResult ,22,3881,7,,,
intnavifi_ , SMTimeOutMethodStart ,22,3881,2,,,
intnavifi_ , UpdateMediaIdMethodResult ,22,3880,7,,,
intnavifi_ , UpdateMediaIdMethodStart ,22,3880,2,,,
intwdbfi_ , DataAvailabilityChangedGet ,52,1,1,,,
intwdbfi_ , DataAvailabilityChangedRelUpReg ,52,1,4,,,
intwdbfi_ , DataAvailabilityChangedStatus ,52,1,6,,,
intwdbfi_ , DataAvailabilityChangedUpReg ,52,1,3,,,
intwdbfi_ , WeatherDataChangedGet ,52,2,1,,,
intwdbfi_ , WeatherDataChangedRelUpReg ,52,2,4,,,
intwdbfi_ , WeatherDataChangedStatus ,52,2,6,,,
intwdbfi_ , WeatherDataChangedUpReg ,52,2,3,,,
lifi_ , CurrentSearchProgressGet ,24,770,1,,,
lifi_ , CurrentSearchProgressRelUpReg ,24,770,4,,,
lifi_ , CurrentSearchProgressUpReg ,24,770,3,,,
lifi_ , DestinationInputInProgressGet ,24,769,1,,,
lifi_ , DestinationInputInProgressStatus ,24,769,6,519,20749,2
lifi_ , GetAllSpellerCharactersMethodResult ,24,1035,7,,,
lifi_ , GetAllSpellerCharactersMethodStart ,24,1035,2,,,
lifi_ , GetAttributeHierarchyMethodResult ,24,1032,7,,,
lifi_ , GetAttributeHierarchyMethodStart ,24,1032,2,,,
lifi_ , GetAvailableUILanguagesMethodResult ,24,1033,7,,,
lifi_ , GetAvailableUILanguagesMethodStart ,24,1033,2,,,
lifi_ , GetDetailedElementDescriptionMethodResult ,24,1031,7,,,
lifi_ , GetDetailedElementDescriptionMethodStart ,24,1031,2,,,
lifi_ , GetElementCountMethodResult ,24,1028,7,,,
lifi_ , GetElementCountMethodStart ,24,1028,2,,,
lifi_ , GetElementNameListMethodResult ,24,1029,7,,,
lifi_ , GetElementNameListMethodStart ,24,1029,2,,,
lifi_ , GetSelectionCriteriaDescriptionMethodResult ,24,1025,7,,,
lifi_ , GetSelectionCriteriaDescriptionMethodStart ,24,1025,2,,,
lifi_ , GetSelectionCriteriaMethodResult ,24,1026,7,,,
lifi_ , GetSelectionCriteriaMethodStart ,24,1026,2,,,
lifi_ , GetSpellerCharactersMethodResult ,24,1030,7,,,
lifi_ , GetSpellerCharactersMethodStart ,24,1030,2,,,
lifi_ , TransformLocationDescriptionMatchedPosMethodResult ,24,1034,7,,,
lifi_ , TransformLocationDescriptionMatchedPosMethodStart ,24,1034,2,,,
lifi_ , TransformLocationDescriptionMethodResult ,24,1027,7,,,
lifi_ , TransformLocationDescriptionMethodStart ,24,1027,2,,,
mapctrlfi_ , ClearUsedTrackMethodResult ,338,304,7,,,
mapctrlfi_ , ClearUsedTrackMethodStart ,338,304,2,,,
mapctrlfi_ , GetCursorInfoMethodResult ,768,92,7,,,
mapctrlfi_ , GetCursorInfoMethodStart ,768,92,2,,,
mapctrlfi_ , GetScreenInfoMethodResult ,768,93,7,,,
mapctrlfi_ , GetScreenInfoMethodStart ,768,93,2,,,
mapctrlfi_ , GetZoomLevelConfigMethodResult ,338,321,7,,,
mapctrlfi_ , GetZoomLevelConfigMethodStart ,338,321,2,,,
mapctrlfi_ , InitMapScreenIntersectionZoomMethodResult ,338,270,7,,,
mapctrlfi_ , InitMapScreenIntersectionZoomMethodStart ,338,270,2,,,
mapctrlfi_ , InitMapScreenMethodResult ,338,257,7,,,
mapctrlfi_ , InitMapScreenMethodStart ,338,257,2,,,
mapctrlfi_ , LabelFilterMethodResult ,338,260,7,,,
mapctrlfi_ , LabelFilterMethodStart ,338,260,2,,,
mapctrlfi_ , MapDirectionGet ,338,267,1,,,
mapctrlfi_ , MapDirectionStatus ,338,267,6,,,
mapctrlfi_ , MapDrawIntersectionZoomMethodResult ,338,269,7,,,
mapctrlfi_ , MapDrawIntersectionZoomMethodStart ,338,269,2,,,
mapctrlfi_ , MapDrawMethodResult ,338,262,7,,,
mapctrlfi_ , MapDrawMethodStart ,338,262,2,,,
mapctrlfi_ , ScalebarSizesMethodResult ,338,261,7,,,
mapctrlfi_ , ScalebarSizesMethodStart ,338,261,2,,,
mapctrlfi_ , SelectVisibleRoutesMethodResult ,338,272,7,,,
mapctrlfi_ , SelectVisibleRoutesMethodStart ,338,272,2,,,
mapctrlfi_ , SetCursorMethodResult ,338,263,7,,,
mapctrlfi_ , SetCursorMethodStart ,338,263,2,,,
mapctrlfi_ , SetDestinationFlagMethodResult ,338,320,7,,,
mapctrlfi_ , SetDestinationFlagMethodStart ,338,320,2,,,
mapctrlfi_ , SetMapLanguageMethodResult ,768,114,7,,,
mapctrlfi_ , SetMapLanguageMethodStart ,768,114,2,,,
mapctrlfi_ , UpdateMapSizeMethodResult ,338,265,7,,,
mapctrlfi_ , UpdateMapSizeMethodStart ,338,265,2,,,
movietimesfi_ , GetListOfMovieTimesByPositionMethodResult ,126,4,7,,,
movietimesfi_ , GetListOfMovieTimesByPositionMethodStart ,126,4,2,,,
movietimesfi_ , GetListOfTheaterDescriptionMethodResult ,126,3,7,,,
movietimesfi_ , GetListOfTheaterDescriptionMethodStart ,126,3,2,,,
movietimesfi_ , GetMovieListMethodResult ,126,1,7,,,
movietimesfi_ , GetMovieListMethodStart ,126,1,2,,,
movietimesfi_ , GetMovieTimesMethodResult ,126,2,7,,,
movietimesfi_ , GetMovieTimesMethodStart ,126,2,2,,,
navifi_ , AllTrafficMessagesStatusGet ,10,258,1,,,
navifi_ , AllTrafficMessagesStatusStatus ,10,258,6,,,
navifi_ , AvailablePOISourcesGet ,10,514,1,,,
navifi_ , AvailablePOISourcesRelUpReg ,10,514,4,,,
navifi_ , AvailablePOISourcesStatus ,10,514,6,,,
navifi_ , AvailablePOISourcesUpReg ,10,514,3,,,
navifi_ , ChangeTrafficMessageHandlingMethodResult ,10,261,7,,,
navifi_ , ChangeTrafficMessageHandlingMethodStart ,10,261,2,,,
navifi_ , CreateUserTrafficMessagesMethodResult ,10,292,7,,,
navifi_ , CreateUserTrafficMessagesMethodStart ,10,292,2,,,
navifi_ , DeleteUserTrafficMessagesMethodResult ,10,294,7,,,
navifi_ , DeleteUserTrafficMessagesMethodStart ,10,294,2,,,
navifi_ , GetAllTMCLocationsMethodResult ,10,260,7,,,
navifi_ , GetAllTMCLocationsMethodStart ,10,260,2,,,
navifi_ , GetAllTrafficMessagesMethodResult ,10,259,7,,,
navifi_ , GetAllTrafficMessagesMethodStart ,10,259,2,,,
navifi_ , GetAvailablePermissionsMethodResult ,10,512,7,,,
navifi_ , GetAvailablePermissionsMethodStart ,10,512,2,,,
navifi_ , GetGlobalAnnotationTablesMethodResult ,10,513,7,,,
navifi_ , GetGlobalAnnotationTablesMethodStart ,10,513,2,,,
navifi_ , GetTimeZoneInfoMethodResult ,10,2050,7,,,
navifi_ , GetTimeZoneInfoMethodStart ,10,2050,2,,,
navifi_ , GetTrafficMessagesMethodResult ,10,262,7,,,
navifi_ , GetTrafficMessagesMethodStart ,10,262,2,,,
navifi_ , TrafficMessageSourceAvailableGet ,10,257,1,,,
navifi_ , TrafficMessageSourceAvailableStatus ,10,257,6,,,
navifi_ , TrafficMsgMemoryStatisticsRelUpReg ,10,263,4,,,
navifi_ , TrafficMsgMemoryStatisticsStatus ,10,263,6,,,
navifi_ , TrafficMsgMemoryStatisticsUpReg ,10,263,3,,,
navifi_ , UserTrafficMessagesStatusGet ,10,293,1,,,
navifi_ , UserTrafficMessagesStatusStatus ,10,293,6,,,
navifi_ , VersionInfoGet ,10,3842,1,,,
navifi_ , VersionInfoStatus ,768,131,6,,,
posfi_ , ActivatePresentationMethodResult ,30,64,7,,,
posfi_ , ActivatePresentationMethodStart ,30,64,2,,,
posfi_ , AutomOdometerCalibrationGet ,30,97,1,,,
posfi_ , AutomOdometerCalibrationRelUpReg ,30,97,4,,,
posfi_ , AutomOdometerCalibrationStatus ,30,97,6,,,
posfi_ , AutomOdometerCalibrationUpReg ,30,97,3,,,
posfi_ , CancelPresentationUpdateMethodResult ,30,67,7,,,
posfi_ , CancelPresentationUpdateMethodStart ,30,67,2,,,
posfi_ , ControlAutomOdometerCalibrationMethodResult ,30,96,7,,,
posfi_ , ControlAutomOdometerCalibrationMethodStart ,30,96,2,,,
posfi_ , CountryCodeGet ,30,34,1,,,
posfi_ , CountryCodeRelUpReg ,30,34,4,,,
posfi_ , CountryCodeStatus ,30,34,6,,,
posfi_ , CountryCodeUpReg ,30,34,3,,,
posfi_ , DeactivatePresentationMethodResult ,30,65,7,,,
posfi_ , DeactivatePresentationMethodStart ,30,65,2,,,
posfi_ , DeadReckoningPositionGet ,30,36,1,,,
posfi_ , DeadReckoningPositionRelUpReg ,30,36,4,,,
posfi_ , DeadReckoningPositionStatus ,30,36,6,,,
posfi_ , DeadReckoningPositionUpReg ,30,36,3,,,
posfi_ , ExtendedPositionHorizonRelUpReg ,30,2,4,,,
posfi_ , ExtendedPositionHorizonStatus ,30,2,6,,,
posfi_ , ExtendedPositionHorizonUpReg ,30,2,3,,,
posfi_ , ExtendedPositionRelUpReg ,30,1,4,,,
posfi_ , ExtendedPositionStatus ,30,1,6,,,
posfi_ , ExtendedPositionUpReg ,30,1,3,,,
posfi_ , ExtrapolatedPositionsGet ,30,19,1,,,
posfi_ , ExtrapolatedPositionsRelUpReg ,30,19,4,,,
posfi_ , ExtrapolatedPositionsStatus ,30,19,6,,,
posfi_ , ExtrapolatedPositionsUpReg ,30,19,3,,,
posfi_ , GetPositionDescriptionMethodResult ,30,257,7,,,
posfi_ , GetPositionDescriptionMethodStart ,30,257,2,,,
posfi_ , MostStraightPathGet ,30,3,1,,,
posfi_ , MostStraightPathRelUpReg ,30,3,4,,,
posfi_ , MostStraightPathStatus ,30,3,6,,,
posfi_ , MostStraightPathUpReg ,30,3,3,,,
posfi_ , NavPositionGet ,30,16,1,,,
posfi_ , NavPositionRelUpReg ,30,16,4,,,
posfi_ , NavPositionStatus ,30,16,6,,,
posfi_ , NavPositionUpReg ,30,16,3,,,
posfi_ , PositionGet ,30,32,1,,,
posfi_ , PositionHorizon_CallbackStatus ,30,255,6,,,
posfi_ , PositionInfoGet ,30,33,1,,,
posfi_ , PositionInfoRelUpReg ,30,33,4,,,
posfi_ , PositionInfoStatus ,30,33,6,,,
posfi_ , PositionInfoUpReg ,30,33,3,,,
posfi_ , PositionPathesGet ,30,17,1,,,
posfi_ , PositionPathesRelUpReg ,30,17,4,,,
posfi_ , PositionPathesStatus ,30,17,6,,,
posfi_ , PositionPathesUpReg ,30,17,3,,,
posfi_ , PositionRelUpReg ,30,32,4,,,
posfi_ , PositionStatus ,30,32,6,,,
posfi_ , PositionUpReg ,30,32,3,,,
posfi_ , PossibleEntryPointsGet ,30,35,1,,,
posfi_ , PossibleEntryPointsRelUpReg ,30,35,4,,,
posfi_ , PossibleEntryPointsStatus ,30,35,6,,,
posfi_ , PossibleEntryPointsUpReg ,30,35,3,,,
posfi_ , PresentationGet ,30,68,1,,,
posfi_ , PresentationRelUpReg ,30,68,4,,,
posfi_ , PresentationStatus ,30,68,6,,,
posfi_ , PresentationUpReg ,30,68,3,,,
posfi_ , SetData2DefaultMethodResult ,30,32770,7,,,
posfi_ , SetData2DefaultMethodStart ,30,32770,2,,,
posfi_ , SetMatchingPermissionMethodResult ,30,50,7,,,
posfi_ , SetMatchingPermissionMethodStart ,30,50,2,,,
posfi_ , SetPositionByCoordinatesMethodResult ,30,48,7,,,
posfi_ , SetPositionByCoordinatesMethodStart ,30,48,2,,,
posfi_ , SetPositionByLocationMethodResult ,30,49,7,,,
posfi_ , SetPositionByLocationMethodStart ,30,49,2,,,
posfi_ , SetUsedPositionPathMethodResult ,30,18,7,,,
posfi_ , SetUsedPositionPathMethodStart ,30,18,2,,,
posfi_ , SwitchPositionActivateMethodResult ,30,54,7,,,
posfi_ , SwitchPositionActivateMethodStart ,30,54,2,,,
posfi_ , SwitchPositionDeactivateMethodResult ,30,55,7,,,
posfi_ , SwitchPositionDeactivateMethodStart ,30,55,2,,,
posfi_ , SwitchPositionListCountGet ,30,53,1,,,
posfi_ , SwitchPositionListCountRelUpReg ,30,53,4,,,
posfi_ , SwitchPositionListCountStatus ,30,53,6,,,
posfi_ , SwitchPositionListCountUpReg ,30,53,3,,,
posfi_ , SwitchPositionToNextPossiblePositionMethodResult ,30,56,7,,,
posfi_ , SwitchPositionToNextPossiblePositionMethodStart ,30,56,2,,,
posfi_ , UpdatePresentationPositionMethodResult ,30,66,7,,,
posfi_ , UpdatePresentationPositionMethodStart ,30,66,2,,,
posfi_ , UsedDatasetGet ,30, dap_devmanfi_ , DataTypeInfoUpReg ,,,
posfi_ , UsedDatasetRelUpReg ,30, sds_transcriptionservicefi_ , GetTranscriptionsTTSMethodStart ,,,
posfi_ , UsedDatasetStatus ,30, dap_resinffi_ , GetFileDescriptionMethodStart ,,,
posfi_ , UsedDatasetUpReg ,30, sds2hmi_sdsfi_ , PhoneSetPhoneSettingMethodResult ,,,
posfi_ , WakeUpStatus ,30,254,6,,,
rcfi_ , ActivateRouteCalculationMethodResult ,44,2308,7,,,
rcfi_ , ActivateRouteCalculationMethodStart ,44,2308,2,,,
rcfi_ , AddTripSegmentToTripMethodResult ,44,19,7,,,
rcfi_ , AddTripSegmentToTripMethodStart ,44,19,2,,,
rcfi_ , ChangeDynamicRouteCalcModeMethodResult ,44,13,7,,,
rcfi_ , ChangeDynamicRouteCalcModeMethodStart ,44,13,2,,,
rcfi_ , CheckProfileValidityMethodResult ,44,3,7,,,
rcfi_ , CheckProfileValidityMethodStart ,44,3,2,,,
rcfi_ , CopyCalculationJobMethodResult ,44,2320,7,,,
rcfi_ , CopyCalculationJobMethodStart ,44,2320,2,,,
rcfi_ , CreateTripMethodResult ,44,5,7,,,
rcfi_ , CreateTripMethodStart ,44,5,2,,,
rcfi_ , DeactivateRouteCalculationMethodResult ,44,2309,7,,,
rcfi_ , DeactivateRouteCalculationMethodStart ,44,2309,2,,,
rcfi_ , DepictNavDataListMethodResult ,44,2561,7,,,
rcfi_ , DepictNavDataListMethodStart ,44,2561,2,,,
rcfi_ , DistanceTimeInfoGet ,44,17,1,,,
rcfi_ , DistanceTimeInfoStatus ,44,17,6,,,
rcfi_ , EvaluatePositionsMethodResult ,44,256,7,,,
rcfi_ , EvaluatePositionsMethodStart ,44,256,2,,,
rcfi_ , GetAvailableRouteInfoMethodResult ,44,15,7,,,
rcfi_ , GetAvailableRouteInfoMethodStart ,44,15,2,,,
rcfi_ , GetCalculationModeMethodResult ,44,33,7,,,
rcfi_ , GetCalculationModeMethodStart ,44,33,2,,,
rcfi_ , GetClusterListsMethodResult ,44,3251,7,,,
rcfi_ , GetClusterListsMethodStart ,44,3251,2,,,
rcfi_ , GetDefaultVehicleParameterMethodResult ,44,16384,7,,,
rcfi_ , GetDefaultVehicleParameterMethodStart ,44,16384,2,,,
rcfi_ , GetExistingTripHandlesMethodResult ,44,9,7,,,
rcfi_ , GetExistingTripHandlesMethodStart ,44,9,2,,,
rcfi_ , GetGlueAreaDescriptionMethodResult ,44,2313,7,,,
rcfi_ , GetGlueAreaDescriptionMethodStart ,44,2313,2,,,
rcfi_ , GetNavRouteListDepictionMethodResult ,44,3249,7,,,
rcfi_ , GetNavRouteListDepictionMethodStart ,44,3249,2,,,
rcfi_ , GetRouteCalcOptionsMethodResult ,44,2,7,,,
rcfi_ , GetRouteCalcOptionsMethodStart ,44,2,2,,,
rcfi_ , GetRouteCapabilitiesMethodResult ,44,1,7,,,
rcfi_ , GetRouteCapabilitiesMethodStart ,44,1,2,,,
rcfi_ , GetRouteInfoMethodResult ,44,16,7,,,
rcfi_ , GetRouteInfoMethodStart ,44,16,2,,,
rcfi_ , GetStandardSpeedHistogramMethodResult ,44,4,7,,,
rcfi_ , GetStandardSpeedHistogramMethodStart ,44,4,2,,,
rcfi_ , GetTripMethodResult ,44,6,7,,,
rcfi_ , GetTripMethodStart ,44,6,2,,,
rcfi_ , KillTripMethodResult ,44,7,7,,,
rcfi_ , KillTripMethodStart ,44,7,2,,,
rcfi_ , RDBAccessibilityGet ,44,2817,1,,,
rcfi_ , RDBAccessibilityStatus ,44,2817,6,,,
rcfi_ , RDBLoaderStatusGet ,44,3076,1,,,
rcfi_ , RDBLoaderStatusStatus ,44,3076,6,,,
rcfi_ , RouteCalculationStatusGet ,44,2306,1,,,
rcfi_ , RouteCalculationStatusStatus ,44,2306,6,,,
rcfi_ , RouteInfoStatusGet ,44,14,1,,,
rcfi_ , RouteInfoStatusStatus ,44,14,6,,,
rcfi_ , RouteStatusGet ,44,2307,1,,,
rcfi_ , RouteStatusStatus ,44,2307,6,,,
rcfi_ , SelectTrafficScenarioMethodResult ,44,48,7,,,
